mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,afghan pop,0.4106285714,0.6517142857,326503.9286,0.6515714286,0.0009111632143,0.08746071429,-9.152178571,0.08441428571,113.5947143,0.7841071429,39.32142857,7
1,afghan traditional,0.958,0.4403333333,278581.3333,0.3236666667,0.4007066667,0.1776666667,-14.49766667,0.1460333333,94.06966667,0.7106666667,6.333333333,1
0,african percussion,0.327,0.6003636364,289556.2727,0.7897272727,0.2573806909,0.1278727273,-6.729636364,0.07970909091,130.1315455,0.4457272727,15.45454545,0
1,african reggae,0.2458,0.753,267673.375,0.662125,0.003534624375,0.111225,-7.446875,0.05889375,116.5645,0.771,45.8125,7
1,african rock,0.1398565042,0.6688958333,236075.3125,0.6110625,0.09379615,0.14969375,-9.36175,0.07265416667,115.7093125,0.6064583333,42.27083333,8
1,african-american classical,0.9255341403,0.2839756673,218619.1002,0.1421949224,0.4320272617,0.1433540658,-24.61947207,0.05881047486,132.728932,0.2644644165,30.64944134,5
0,afro dancehall,0.1439002482,0.6434583333,199565.2285,0.7646818182,0.007226254293,0.1687770202,-5.698983586,0.1601521465,131.9640896,0.6193598485,44.13510101,11
1,afro house,0.3216666667,0.636,236572.3333,0.5706666667,0.1335673333,0.1258333333,-10.10383333,0.1270333333,139.698,0.6205,48.33333333,6
1,afro psych,0.2280666667,0.6243333333,331866.6667,0.722,0.1449692433,0.2333333333,-10.92633333,0.05453333333,111.682,0.8303333333,36,7
0,afro soul,0.00627,0.766,202627,0.873,0,0.0764,-6.381,0.143,126.988,0.743,77,11
1,afro-funk,0.1375592593,0.8031481481,286121.4815,0.7242962963,0.07984042222,0.0937037037,-8.909833333,0.0959462963,114.1736296,0.8796296296,28.33333333,0
1,afrobeat,0.3608718068,0.6329610303,320584.2171,0.6190763879,0.3140237646,0.1520585543,-9.931080518,0.06037769286,117.1086218,0.7108201725,39.99435662,0
1,afrofuturism,0.2481634593,0.6335189769,288939.4317,0.5817053562,0.1279611453,0.1975452787,-9.079584288,0.1419475637,110.5006932,0.4588383045,45.43323476,7
0,afrofuturismo brasileiro,0.626,0.484,247120,0.81,0.000283,0.11,-4.579,0.0377,144.454,0.422,37,7
1,afropop,0.4366597464,0.6258032135,309968.9753,0.5345246398,0.1513956875,0.1598840348,-11.09149876,0.07708472102,116.542459,0.6484711263,41.38034148,7
0,afroswing,0.31845,0.71175,179995.375,0.5801875,0.000257895,0.18995,-7.0166875,0.1955625,83.250125,0.676625,77.3125,11
1,aggrotech,0.01186776,0.6013333333,236315,0.7123333333,0.252,0.2596666667,-6.408,0.03423333333,116.7213333,0.4433333333,55.66666667,1
1,alabama indie,0.3232776023,0.557375,242200.6364,0.6261477273,0.05743237386,0.1192795455,-8.763204545,0.04871818182,120.2792841,0.5246704545,47.63636364,7
1,alabama metal,0.002748,0.4065,199820,0.866,1.11E-06,0.1406,-3.666,0.0741,110.375,0.446,49.5,6
1,alabama rap,0.1407727341,0.6861151282,224676.3195,0.6118896802,0.000470737089,0.1623089703,-6.678095261,0.1694465196,114.1104854,0.469435428,53.22484523,2
1,alaska indie,0.1338666667,0.7396666667,186644.3333,0.4646666667,7.75E-05,0.0832,-9.337,0.04723333333,134.4146667,0.7393333333,56.33333333,6
0,albanian pop,0.00287,0.683,187106,0.665,0,0.0839,-8.405,0.0499,127.968,0.667,42,8
1,albany ny indie,0.000564,0.852,215427,0.251,0.756,0.0957,-13.225,0.0683,141.759,0.186,0,8
1,alberta country,0.2077672619,0.5939916667,206540.95,0.7349738095,1.96E-05,0.2258033333,-6.57517619,0.05575809524,113.514131,0.5968142857,51.49047619,4
0,alberta hip hop,0.33,0.885,144000,0.685,0,0.148,-6.429,0.0627,99.954,0.937,78.5,11
1,album rock,0.1861824548,0.5120306102,268948.225,0.6604173891,0.07372189234,0.2148895342,-9.885866902,0.05672559902,124.2165272,0.5518872818,38.26057679,9
1,albuquerque indie,0.3502145926,0.5621018519,227711.3519,0.5874537037,0.01640561481,0.1803731481,-8.425898148,0.03346111111,126.2257315,0.5921296296,51.11111111,9
1,alt-idol,0.000304725,0.46625,240353.75,0.96625,0.22580875,0.3509,-2.62325,0.16655,131.12875,0.38475,60.25,1
1,alte,0.0692,0.797,188889,0.567,0,0.0705,-7.503,0.0651,108.024,0.843,66,2
1,alternative americana,0.3482192708,0.4939045139,224527.2986,0.4982638889,0.1712250776,0.1912529514,-9.795267361,0.04694878472,125.1544184,0.4446961806,49.82291667,7
1,alternative country,0.407115058,0.5425796669,249887.8559,0.5181552412,0.03937266458,0.1747228346,-10.29023563,0.04516044423,120.2677729,0.5137621413,42.85791918,9
1,alternative dance,0.1518057072,0.6040664402,268439.2937,0.7370190259,0.2112709604,0.1914646453,-6.63747884,0.05493051135,126.0957229,0.5260616902,51.0524988,2
1,alternative emo,0.1281222615,0.4948079814,216945.0483,0.715872926,0.0439424859,0.1892919647,-7.037806589,0.07211657382,130.5986643,0.4431474543,47.24684037,5
1,alternative hip hop,0.1882624872,0.7009170241,246410.9679,0.6928150714,0.03737395619,0.2346039975,-7.516890543,0.250647215,106.8601617,0.6125568265,47.2256809,1
1,alternative metal,0.05824712593,0.4588281151,245465.7618,0.8308012094,0.1010593598,0.2100297731,-5.887320968,0.0826876575,126.2008731,0.4153036926,47.29666727,2
1,alternative pop,0.1100678325,0.4550662576,221230.531,0.7592710154,0.21461553,0.172594815,-8.791657368,0.05090413131,128.5739188,0.547557736,37.63709806,9
1,alternative pop rock,0.1704674459,0.6192294372,200145.9481,0.7202441558,1.21E-05,0.1875830303,-4.751005195,0.06870593074,116.9995489,0.6437601732,54.08095238,10
1,alternative r&b,0.3071436409,0.6622768827,232475.3739,0.5442857187,0.02197132535,0.1720057522,-8.077162285,0.1314752589,114.0929037,0.4490272116,58.4841941,7
1,alternative rock,0.1570587194,0.4783424277,240339.4412,0.7117322314,0.1654878291,0.1903904814,-8.30564627,0.06227400053,125.4851876,0.505840296,42.72960826,7
1,alternative roots rock,0.2691217368,0.4933421053,253674,0.6181578947,0.1072080882,0.1696342105,-7.272171053,0.05849473684,113.2267895,0.4261842105,45.76315789,9
0,ambeat,0.4431139927,0.748507326,234658.4945,0.6540732601,0.1680697875,0.1392917582,-7.358032967,0.1387919414,98.54111355,0.6927600733,49.7014652,1
1,ambient,0.6732743467,0.3350752947,350676.8254,0.2762974584,0.7529056018,0.1255357697,-19.52910198,0.04326781667,107.2875265,0.1914820761,43.24113653,11
1,ambient black metal,0.001325495,0.2638333333,356480,0.7681666667,0.7681833333,0.3260333333,-9.345,0.05736666667,111.0275,0.2410166667,43.83333333,4
1,ambient folk,0.644024245,0.5285972934,229449.8165,0.3786123077,0.1543727159,0.1588068946,-12.00958618,0.05865545584,114.2455349,0.3076021368,44.30612536,9
0,ambient house,0.06545,0.636,294900,0.81225,0.1646,0.29,-12.18375,0.045725,115.005,0.4335,40.5,6
1,ambient idm,0.4775,0.3505,364264,0.5795,0.46250715,0.1205,-10.51,0.0575,150.4915,0.2385,54,8
1,ambient industrial,0.0431,0.746,234013,0.723,0.82,0.0849,-15.59,0.0457,126.575,0.92,28,0
1,ambient pop,0.7447083333,0.2764166667,228796.4667,0.21773,0.7208758,0.1265233333,-17.869,0.036085,95.92368333,0.1686683333,44.58333333,2
0,ambient techno,0.12025,0.726,361744.6667,0.5588333333,0.3489,0.0939,-13.13666667,0.0317,122.8926667,0.8104166667,36.83333333,1
1,ambient worship,0.5109172222,0.3374277778,301781.8653,0.4615041667,0.232129889,0.11332625,-9.622626389,0.03748930556,104.6109806,0.2157533333,54.90972222,6
1,american 21st century classical,0.987,0.15565,254533,0.02395,0.8915,0.0968,-29.108,0.0451,69.1665,0.04755,46.5,1
1,american choir,0.8957288961,0.2297407425,212363.2003,0.2095831981,0.1553976013,0.3363450786,-19.87788389,0.09686184211,103.7585325,0.1959252093,23.71227785,6
1,american classical piano,0.9766781523,0.3553547222,298995.267,0.09657071405,0.8111316968,0.136387978,-25.65141647,0.04669852063,104.7392025,0.2466597114,24.39556906,8
1,american contemporary classical,0.9383158148,0.3181496648,331714.7432,0.1110884353,0.4817795472,0.1429941978,-25.93967104,0.05162211386,99.85311179,0.267308952,30.58515625,9
1,american early music,0.995,0.1715,160866.5,0.06905,0.0415615,0.121,-26.5245,0.05225,168.6375,0.0923,41,6
1,american folk revival,0.8494754221,0.5351211372,170889.9108,0.2310090144,0.03720948038,0.1648142833,-15.39047259,0.07607137742,112.6441458,0.524971353,18.69569121,2
0,american metalcore,0.00257805,0.4075,230631,0.928,0.000266125,0.185425,-4.625,0.2014,151.461,0.2129,44,9
1,american modern classical,0.8906899672,0.3973823575,280077.8589,0.2668459795,0.419244293,0.232495215,-17.60121675,0.1311711361,117.0968884,0.401504758,8.804251167,7
0,american oi,0.5382362,0.49552,158653.28,0.51652,0.32337612,0.349756,-12.55932,0.0459,142.33868,0.79184,26.72,5
1,american orchestra,0.8773235142,0.2672358331,343928.5888,0.1759945011,0.5513107056,0.2390380855,-21.82657546,0.05464321338,101.7799451,0.2127989449,23.99572264,0
1,american post-rock,0.3120729583,0.4566979167,300117.2604,0.4505552083,0.6765515833,0.1602791667,-13.17078125,0.04306770833,111.2293854,0.2371072917,47.51041667,1
1,american primitive,0.660217828,0.3490272401,328638.6738,0.3724985663,0.8419738351,0.1293662007,-14.71251828,0.04172688172,120.1571627,0.3767143369,22.87849462,11
1,american romanticism,0.9545708042,0.3173994755,187616.5052,0.1434371503,0.4849568628,0.1439192308,-19.62419406,0.04285952797,115.7297631,0.2346690559,16.46153846,1
1,american shoegaze,0.19400142,0.3704,339934.8,0.7158,0.6326,0.1591333333,-9.320466667,0.03630666667,110.4108667,0.4142,45.06666667,6
0,anadolu rock,0.5589,0.5321,252515.3,0.472,0.174072,0.1769,-13.1144,0.07428,98.6146,0.6318,41.2,7
1,anarcho-punk,0.05618286782,0.2862726496,205265.3316,0.8606162393,0.009358304427,0.2868564103,-9.565661538,0.1265423077,177.9410769,0.5194268376,39.04358974,9
1,anglican liturgy,0.9339191919,0.2392565657,218504.5859,0.1345641414,0.3680460556,0.138190404,-21.54920202,0.06016515152,86.86002525,0.2706393939,21.21212121,0
1,animal singing,0.806,0.799,126286.5,0.6395,0,0.1935,-5.9875,0.04235,114.6885,0.9025,11,7
1,anime,0.1265907762,0.4836419203,240516.8204,0.8271425737,0.09152758157,0.180590818,-4.833713903,0.07665244282,133.086682,0.4573374254,55.96032965,1
1,anime latino,0.280674382,0.49878,230376.22,0.8619,4.48E-06,0.265878,-3.2522,0.051698,142.34088,0.586196,57.3,0
1,anime rock,0.08612389683,0.501657672,233282.091,0.861387037,0.02191361333,0.2287392593,-3.733998148,0.08004579365,134.9729177,0.5243174603,59.07222222,11
1,anime score,0.3001385636,0.473543991,223791.4098,0.6470549812,0.3008432606,0.166846241,-8.463057128,0.07364751519,123.0665832,0.3749125433,50.53980281,5
1,ann arbor indie,0.27777,0.5473723077,217904.9846,0.4504707692,0.1248526798,0.1304809231,-8.802236923,0.06033723077,89.71947077,0.3518830769,53.57230769,6
1,anthem emo,0.1371163463,0.5088797235,209948.969,0.7309107527,0.01501379892,0.2160917665,-6.018700307,0.07801917051,130.4331611,0.4286671275,51.1296467,5
1,anthem worship,0.2143777071,0.4736439744,295393.984,0.6044717816,0.01887525373,0.2228770242,-7.504177605,0.04772561373,122.9361299,0.3279395367,53.03484529,11
1,anti-folk,0.4478504475,0.5122209372,222971.8225,0.5295718562,0.1478188595,0.1797501786,-9.709752456,0.05729569499,121.4384457,0.5013088335,44.37824682,7
1,antilliaanse folklore,0.95,0.583,190787,0.566,0.847,0.109,-15.002,0.0476,124.095,0.932,0,0
1,antiviral pop,0.1776613628,0.6606965951,206002.6289,0.7229747336,0.01915489696,0.2184725899,-6.71892699,0.1077311106,123.8299401,0.6122801782,54.3221362,2
1,appalachian folk,0.7895768912,0.5505155189,183226.3568,0.3328343937,0.1019588766,0.197238348,-13.28696422,0.06848259106,121.1591038,0.6413043111,19.27100304,9
1,arab folk,0.8366269163,0.3939167192,367517.4623,0.2808800652,0.3530875701,0.2525968214,-16.09735833,0.06612768394,103.5616916,0.4362034343,21.27109951,7
0,arab groove,0.4122283333,0.5436666667,212859.1667,0.4224166667,0.4692515625,0.1904166667,-12.97525,0.03464166667,111.6435833,0.5035,38.83333333,10
0,arab pop,0.4787710884,0.5789103741,286914.0157,0.5411381803,0.0550049149,0.1702254252,-9.560584949,0.05388757653,119.6289282,0.6027473639,35.18877551,0
1,arabesk,0.5632,0.415,226634.2,0.5714,9.92E-05,0.10428,-8.7186,0.04948,142.2314,0.4826,43.6,8
1,arabic hip hop,0.78,0.351,493796,0.606,0,0.535,-0.91,0.0311,87.889,0.513,0,0
0,arabic jazz,0.9076666667,0.4878333333,397971.3333,0.1718333333,0.3396255,0.1263333333,-19.114,0.04578333333,118.9391667,0.386,36.16666667,7
0,argentine ambient,0.8341666667,0.4756666667,162273.1667,0.35373,0.5200015833,0.1363333333,-14.39316667,0.03855,144.2303333,0.2995,54.83333333,4
1,argentine hardcore,0.01081,0.69,239713.5,0.6535,0.01150665,0.3726,-9.742,0.05555,109.5345,0.655,47.5,6
1,argentine heavy metal,0.0501025,0.58375,316881.25,0.759375,0.08593275,0.1492,-7.25575,0.1272625,145.0185,0.507375,52.625,11
1,argentine hip hop,0.3449875,0.737125,303028.0417,0.6904791667,7.76E-07,0.1094875,-4.9554375,0.1553416667,139.7246458,0.5983541667,74.97916667,1
1,argentine indie,0.2921151429,0.5578571429,295973.4143,0.5646314286,0.1636000086,0.1683514286,-12.61331429,0.04914142857,101.2410429,0.5946142857,51.1,6
1,argentine metal,0.0185,0.62,293360,0.816,0.00741,0.0984,-6.208,0.222,179.992,0.668,49,1
1,argentine punk,0.03646833333,0.571,243449.1667,0.7865,0.004908883333,0.4062,-7.974833333,0.0578,108.1931667,0.5781666667,50.16666667,6
1,argentine reggae,0.08302444444,0.7523425926,237022.5185,0.5389537037,0.0003199940741,0.1097657407,-7.863740741,0.07218703704,128.0917778,0.7569074074,60.27777778,9
1,argentine rock,0.233886503,0.5855264629,261144.0876,0.6270374086,0.05423578393,0.2043738449,-9.387355545,0.04835432771,116.4855398,0.5866263886,55.63371342,7
1,argentine telepop,0.194,0.622,201773,0.697,0,0.305,-11.158,0.0288,138.013,0.843,59,9
1,arizona punk,0.03678,0.4903333333,235542.3333,0.9396666667,4.00E-07,0.1931,-3.795666667,0.09503333333,116.578,0.4443333333,49,11
1,arkansas country,0.5302252723,0.5749568776,189181.4193,0.4908733883,0.008936788133,0.2251949539,-9.724140923,0.05256198548,115.013794,0.601688258,38.81333743,9
0,arkansas hip hop,0.1776833333,0.6745,228268.8333,0.6735,0,0.2521333333,-5.359666667,0.1976666667,149.661,0.3738333333,64.83333333,7
1,arkansas indie,0.2365,0.43,265170.5,0.504,0.107665,0.171,-10.1935,0.03125,100.529,0.1685,50,3
1,armenian folk,0.993,0.137,292000,0.128175,0.915,0.11675,-19.49525,0.046875,87.938,0.0445,37,7
1,art pop,0.3383074239,0.5390912435,253557.0744,0.5387304519,0.2036786837,0.1698784615,-9.834776589,0.05418890998,120.4287168,0.4183113668,50.0939632,7
1,art punk,0.1647652383,0.5492970917,222741.9486,0.7200015723,0.2002163156,0.2211822239,-9.24317246,0.07675437614,127.4823049,0.6162230974,34.95197103,9
1,art rock,0.2965775587,0.4977119858,276878.3249,0.5664272798,0.190037801,0.1919497117,-11.41248705,0.05592532855,120.9183343,0.5178603496,36.80458776,9
1,art song,0.9875466156,0.3407063006,242920.8339,0.1111799063,0.0923775224,0.1189526288,-19.44371201,0.05058233291,114.9594397,0.1979045232,18.35770541,10
1,asbury park indie,0.000969,0.557,226853,0.815,0.00188,0.0932,-5.402,0.0328,88.929,0.445,50,0
1,asheville indie,0.6006666667,0.548,257521.6667,0.517,0.3123333333,0.1216666667,-7.792333333,0.0342,106.5876667,0.5393333333,47,0
1,asian american hip hop,0.2330938095,0.7636,196914.8952,0.6513952381,0.0004699328571,0.18369,-6.776066667,0.1208147619,108.3532762,0.4919761905,61.84761905,1
0,asmr,0.4809677778,0.1852222222,203037.3333,0.3083333333,0.9171111111,0.2194444444,-19.46566667,0.06431111111,80.81955556,0.02701111111,63,10
1,athens indie,0.1734283818,0.5096802968,243839.7098,0.6540589415,0.23816765,0.1574449771,-9.104683445,0.04195736068,126.1764315,0.5339337754,40.99592391,11
1,atl hip hop,0.1294327886,0.7353641372,244548.8058,0.6461326983,0.01281980665,0.1929176388,-6.704093317,0.1824821022,123.1413446,0.5284738473,51.95816213,1
1,atl trap,0.1329269683,0.7221309398,234431.2204,0.6156240664,0.006039194706,0.1998197813,-7.099126385,0.2177776422,124.5135694,0.4966118828,56.33085114,2
1,atlanta indie,0.152908,0.5667,218955.44,0.70826,0.09881184,0.26024,-7.60262,0.0516,122.26438,0.61928,52.28,10
1,atlanta metal,0.009120460833,0.4490611111,217496.5278,0.9244583333,0.1544642844,0.2131375,-4.874466667,0.08642388889,122.7044889,0.4282527778,47.78888889,1
1,atlanta punk,0.1622,0.5065,138560,0.6695,0.000406,0.203,-7.0745,0.0336,155.7905,0.821,48,11
1,atmosphere,0.8895132653,0.2700989796,188269.9082,0.118075,0.8704693878,0.113680102,-24.01653061,0.06089183673,93.49492347,0.1361602041,51.53571429,1
1,atmospheric black metal,0.001325495,0.2638333333,356480,0.7681666667,0.7681833333,0.3260333333,-9.345,0.05736666667,111.0275,0.2410166667,43.83333333,4
1,atmospheric dnb,0.03,0.683,267107,0.789,0.0105,0.0724,-9.034,0.0602,119.504,0.657,48,2
0,atmospheric post-metal,2.71E-05,0.29,348640,0.717,0.816,0.706,-9.439,0.0556,110.271,0.236,40,9
0,atmospheric post-rock,0.00942,0.869,308613,0.888,0.00111,0.186,-2.731,0.0859,135.023,0.856,0,4
0,atmospheric sludge,2.71E-05,0.29,348640,0.717,0.816,0.706,-9.439,0.0556,110.271,0.236,40,9
1,auckland indie,0.01541476875,0.5735625,221540,0.6374375,0.0370886875,0.24785,-6.58875,0.0652125,126.718875,0.36406875,56.125,4
1,audiophile vocal,0.6398333333,0.5125,196339.8333,0.2645666667,0.00014681,0.1298,-17.35033333,0.0334,84.95633333,0.5134333333,31.16666667,2
0,aussietronica,0.1376792308,0.6307153846,260786.0731,0.6743076923,0.1267890908,0.1454515385,-6.743130769,0.04777653846,119.2326615,0.3131,60.09615385,1
1,austin americana,0.392044375,0.5716041667,278978.6146,0.6226354167,0.008585392917,0.22688125,-7.121666667,0.07684166667,112.8602083,0.4863125,50.65625,7
1,austin singer-songwriter,0.4756979167,0.5395416667,291757.1979,0.6314791667,0.03368054792,0.3126166667,-9.7305,0.06272083333,127.6133958,0.5378645833,41.16666667,9
1,austindie,0.3291371923,0.6055512821,241183.3782,0.6316153846,0.05438681904,0.1617115385,-7.344634615,0.05412435897,108.6766538,0.5895064103,50.94871795,9
1,australian alternative pop,0.6837290435,0.4844173913,250463.1652,0.395973913,0.007340046261,0.1433669565,-8.909017391,0.04438782609,122.8094174,0.1335026087,63.04347826,5
1,australian alternative rock,0.08576562917,0.531821875,229777.9198,0.7707020833,0.03536033599,0.1997782292,-7.595144792,0.0636109375,117.6873333,0.5546041667,44.403125,2
1,australian ambient,0.987,0.301,367667,0.0089,0.907,0.101,-30.804,0.0371,127.536,0.0897,58,1
1,australian children's music,0.4910464935,0.7097467532,116084.8117,0.4308636364,1.01E-05,0.1723246753,-12.06540909,0.08946038961,139.497039,0.7661168831,42.05194805,7
1,australian choir,0.993,0.291,164000,0.0218,3.50E-06,0.0766,-25.876,0.0528,136.837,0.291,15,10
1,australian classical,0.359525,0.357,128650,0.171075,0.454875,0.10745,-19.9035,0.0359,104.83375,0.15655,26,9
1,australian classical piano,0.969,0.113,194267,0.0732,0.772,0.107,-23.21,0.0496,174.599,0.0379,39,0
1,australian country,0.3392477474,0.5942231579,204273.6316,0.5432273684,2.09E-05,0.1254749474,-9.926075789,0.05001894737,108.1226737,0.5351726316,43.41894737,2
0,australian dance,0.1128904929,0.6112521377,245335.8206,0.7483357171,0.1127062911,0.2146573962,-6.354233965,0.06775122106,128.9278332,0.4592901851,53.37918619,7
0,australian electropop,0.1755749474,0.574181519,263496.0802,0.6615493125,0.1534715625,0.1779772333,-7.507762607,0.04834530388,140.4901216,0.4125068207,50.58788515,5
1,australian garage punk,0.3209740625,0.572375,194024.5625,0.8628125,0.1735886687,0.1735375,-5.1425625,0.056125,126.96425,0.58025,56.375,7
1,australian hip hop,0.1039718802,0.6661167355,184552.6512,0.69684573,0.0764329475,0.2129932163,-7.261687672,0.1033915289,125.5140572,0.5786284435,58.42011019,7
1,australian house,0.08559285714,0.6258571429,295320.2857,0.8103571429,0.3419622857,0.2327357143,-5.363857143,0.04409285714,123.2542143,0.5506428571,58.07142857,0
1,australian indie,0.1862194458,0.5856053922,281224.3521,0.7047205882,0.1024256637,0.1783156863,-6.712343954,0.06659910131,119.960482,0.4461612745,53.57843137,7
1,australian indie folk,0.3347592593,0.526375,275284.7454,0.5451666667,0.04258373704,0.1599296296,-9.823430556,0.1032523148,118.4320324,0.3856796296,56.38888889,5
1,australian indie rock,0.116,0.529,242007,0.638,0,0.0964,-7.104,0.0301,169.96,0.504,61,0
1,australian indigenous,0.03335,0.479,235633.5,0.7835,0.0001325,0.2585,-5.562,0.03165,113.622,0.606,34,2
1,australian metal,0.00132,0.392,215227,0.966,0.0473,0.239,-3.863,0.172,139.83,0.0764,55,9
1,australian metalcore,0.04318631611,0.4569291667,213564.7403,0.8494930556,0.01122044136,0.1814608333,-5.5863375,0.09452583333,129.9488347,0.3570888889,47.71944444,9
1,australian pop,0.2320963943,0.590632402,241329.884,0.6490489719,0.02731879186,0.1661593448,-7.039690318,0.05933749719,121.5352037,0.4888093855,57.52646006,0
1,australian post-hardcore,0.0378,0.594,156027,0.567,0.000354,0.0894,-9.363,0.0374,132.368,0.574,40,9
1,australian post-punk,0.01559,0.430125,276101.75,0.575,0.31175975,0.2128625,-13.35925,0.0459875,115.189125,0.604125,28.5,7
1,australian psych,0.1347947388,0.4718475362,266790.74,0.7124969565,0.1003860118,0.1628707681,-5.895188116,0.09563475362,126.3117455,0.3959624638,55.78362319,2
1,australian r&b,0.51875,0.6175,277272,0.4165,3.20E-05,0.10445,-8.246,0.107125,102.273,0.277,62.25,2
0,australian reggae fusion,0.3465176,0.55283,275271.43,0.56126,0.098800994,0.132122,-8.64181,0.066119,113.03957,0.44118,59.26,0
1,australian rock,0.1416495472,0.5501188022,233613.9211,0.7175132443,0.02818555538,0.208741898,-8.439748167,0.05420251482,119.0003597,0.5998865455,45.49562379,9
1,australian singer-songwriter,0.40575,0.65475,199223.1667,0.5500833333,1.15E-05,0.234,-8.880666667,0.03575833333,123.2328333,0.6295,50.08333333,7
0,australian ska,9.58E-05,0.3126666667,211724.6667,0.9946666667,0.0001827,0.1561,-4.356,0.1586666667,148.061,0.2289,43.33333333,9
1,australian talent show,0.427,0.536,253886.5,0.616,0.0002395,0.11,-6.7765,0.15675,120.1325,0.4205,59.5,9
1,australian trap,0.1951111111,0.7566666667,177615.5556,0.5748888889,2.95E-05,0.2350222222,-6.343333333,0.1877777778,147.6844444,0.7453333333,58.11111111,0
1,australian underground hip hop,0.3323333333,0.535,239449,0.7776666667,0,0.422,-5.504,0.2144,115.0343333,0.481,56.66666667,0
1,austrian choir,0.9503240741,0.2245555556,320689.9074,0.2596279167,0.4253881032,0.2492097222,-18.34758333,0.05854490741,98.9734213,0.1626189815,12.10648148,2
1,austrian classical piano,0.9880094697,0.3463606602,403607.9978,0.1011578355,0.8503687771,0.1020261364,-24.52822619,0.04624986472,116.8292811,0.2386801677,22.01785714,5
1,austrian orchestra,0.9533671101,0.2380837078,367128.9643,0.1354660234,0.4745567256,0.2007859366,-20.68307131,0.04561402147,121.7975274,0.1920575664,19.93358825,10
0,austrian pop,0.2983333333,0.4861666667,237053.1667,0.5018333333,0.2077758333,0.1743666667,-10.13333333,0.06160833333,118.6434167,0.19625,49.75,1
1,austro-german modernism,0.8234904762,0.3656761905,230413.1143,0.2530828571,0.5179118418,0.2809033333,-17.57917143,0.04812238095,107.8529143,0.3796333333,4.323809524,5
0,austropop,0.21876,0.7496,262367.8,0.7114,0.000797684,0.12028,-10.1848,0.0662,129.0448,0.8438,55.4,9
