mode,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,1949,0.907532895,0.4421994,223199.3275,0.246114615,0.2977615362,0.20885855,-15.525845,0.1029921,108.8731355,0.4304195,3.939,0
1,1950,0.8539413006,0.5042531,215073.1255,0.314071195,0.24500082,0.2169584,-13.8638345,0.15345275,111.749725,0.5516497,3.2065,7
1,1951,0.9022971956,0.4624801,213154.641,0.254665655,0.3084378556,0.2177774,-15.812066,0.10850665,109.625872,0.44134755,3.1495,0
1,1952,0.8743009245,0.4570322,229434.727,0.25362601,0.2884126469,0.2329723,-15.958866,0.1373618,108.2322805,0.443134962,3.338,0
1,1953,0.8909223503,0.4374260513,217455.5682,0.2661968308,0.3183223943,0.2217340513,-15.49913487,0.09008825641,110.0255667,0.4291420513,3.504615385,0
1,1954,0.8650197273,0.4656389,224029.368,0.264347385,0.2974400083,0.21784115,-15.4080045,0.1048133,108.7130925,0.45234105,7.987,0
1,1955,0.840551007,0.4881312,222137.446,0.29509634,0.2166044217,0.22143535,-13.842262,0.0895582,111.0212795,0.4724155,10.1445,5
1,1956,0.82305699,0.4878145,211846.9215,0.30476112,0.2387634178,0.18225715,-14.1751955,0.06231235,112.206039,0.50842305,15.785,0
1,1957,0.792802359,0.5034812308,241604.8241,0.2952791333,0.1945206162,0.1827485641,-14.12484872,0.06435312821,112.7522949,0.5110101538,20.08205128,5
1,1958,0.779611865,0.4800214,214146.9005,0.308795755,0.1812411101,0.20584085,-14.165171,0.0569993,113.3261235,0.4976615,19.2575,0
1,1959,0.7793927897,0.4821143077,216292.8369,0.3109944051,0.1881481941,0.1918429231,-14.46013692,0.06787430769,112.1177015,0.478415641,20.77333333,0
1,1960,0.7671814843,0.4860292432,210209.6838,0.3411423784,0.1765021594,0.2078637297,-13.8141027,0.06578351351,112.5616789,0.5239316757,19.78378378,0
1,1961,0.7519038684,0.4891655789,232186.6142,0.3395318674,0.2646232531,0.2089125789,-14.17133053,0.05947594737,111.8089579,0.5128512105,19.59842105,0
1,1962,0.7206078068,0.4931643684,209294.4132,0.3710257,0.1714715509,0.2018957368,-13.17736421,0.05773984211,114.8410047,0.5477920526,22.12736842,0
1,1963,0.72270483,0.48162135,200510.5485,0.365353885,0.1854323147,0.2037453,-13.670647,0.05203615,114.3245875,0.54152745,25.5355,0
1,1964,0.6941005308,0.5041769744,195536.4118,0.3944388256,0.1595978018,0.217232359,-13.0480759,0.06659446154,115.0814892,0.5572604205,26.32102564,0
1,1965,0.6099113295,0.5034505641,196342.0862,0.4490272462,0.1183659461,0.2138391282,-11.88821333,0.05755646154,116.8354467,0.5809506667,27.52,0
1,1966,0.52480946,0.5070205,216095.113,0.482208465,0.1151259556,0.2180931,-11.3569195,0.05596405,116.335424,0.58014455,28.2815,2
1,1967,0.5296103244,0.4926885943,198987.5183,0.4468238319,0.1189468547,0.1909176588,-11.70882941,0.0490983992,116.6800225,0.5507916958,31.1905953,0
1,1968,0.4937702404,0.5010081,214980.984,0.45696965,0.1127769493,0.21735095,-12.043862,0.0589885,115.8325915,0.56599365,31.2595,0
1,1969,0.448846304,0.4880978,242545.9405,0.48762513,0.1594527082,0.2069659,-12.062166,0.054975,117.0243285,0.554745285,32.844,2
1,1970,0.460057114,0.5063075,242852.1515,0.49563305,0.1275670031,0.2122688,-11.772558,0.0516815,117.1116105,0.5720754,34.3945,2
1,1971,0.4583362981,0.50427385,260511.7935,0.496361255,0.1250178892,0.21491455,-12.079936,0.0594224,118.2722475,0.57491325,34.4475,2
1,1972,0.4600428052,0.52099945,245914.2285,0.50452618,0.1148803338,0.20695495,-11.7735635,0.05487125,119.412852,0.59568815,34.485,2
1,1973,0.416524189,0.51544945,257002.7905,0.53613825,0.09968022323,0.20137475,-11.260197,0.05782575,120.1463165,0.5921162,36.428,0
1,1974,0.4472074226,0.51533975,252555.791,0.514723655,0.1163609835,0.20934635,-11.816489,0.05731935,119.416453,0.5812744,32.2465,2
1,1975,0.4337738872,0.520998,254969.3715,0.523208505,0.1113220337,0.21544135,-11.485939,0.06109845,118.6840155,0.56941515,34.812,2
1,1976,0.3614706321,0.5297625,267676.967,0.55384325,0.121629044,0.2490322,-11.114237,0.06274995,120.522058,0.58073325,35.835,2
1,1977,0.3393025334,0.5333237,257121.848,0.560287959,0.1277210319,0.22321405,-11.0773545,0.06085455,122.1854305,0.58524655,35.8465,9
1,1978,0.3289685734,0.5407746,249051.887,0.561428865,0.1003812145,0.21807095,-10.891868,0.0627574,120.3779435,0.58953525,35.891,2
1,1979,0.2959322406,0.5620453,252860.2265,0.591012715,0.115751372,0.2134431,-10.9775135,0.0690586,122.4568165,0.6099818,36.172,0
1,1980,0.2849553976,0.556152359,252835.5333,0.5977773949,0.1287510613,0.2037541026,-10.70094205,0.05924861538,122.985001,0.5980580513,36.20666667,0
1,1981,0.3012042267,0.5421847,250904.205,0.599382725,0.1468379466,0.2250999,-10.9244045,0.057916,123.169395,0.58295185,35.7525,9
1,1982,0.2895800382,0.5642594,248357.306,0.5909193895,0.100016383,0.20100675,-10.9331225,0.06585305,120.9186075,0.58643845,36.247,2
1,1983,0.2947778916,0.5456293,251123.6985,0.601425235,0.1454105233,0.19892245,-11.200171,0.066886,121.070629,0.5721199,36.268,9
1,1984,0.2877095803,0.53030895,251845.2565,0.591091675,0.1451730397,0.1977062,-11.5232385,0.0592648,121.376662,0.55163871,37.7745,9
1,1985,0.2965709032,0.5556424,252276.258,0.60151548,0.1137385581,0.19920645,-11.3606885,0.0584648,121.9793035,0.56559645,37.013,9
1,1986,0.2850806564,0.5409334,254708.4055,0.6149546,0.1099408544,0.21187945,-11.103995,0.0648161,120.499302,0.55094855,37.5775,9
1,1987,0.3116640664,0.5410193333,247543.3231,0.5798395538,0.1019745175,0.2020181026,-11.62346718,0.05778964103,120.8457072,0.5414511795,39.68512821,7
1,1988,0.3220099465,0.5404594359,257442.5897,0.5856792462,0.1171903802,0.2077075385,-11.51982103,0.06609989744,120.0244256,0.5464853897,39.60051282,7
1,1989,0.3133512518,0.54722745,254203.5935,0.584046375,0.1131825446,0.1990802,-11.38413,0.06393925,120.5790015,0.5483329,39.1825,7
1,1990,0.3328699506,0.53529865,256451.4035,0.571591395,0.1258262681,0.1909609,-11.3274795,0.0643453,120.0627335,0.52652685,40.7855,7
1,1991,0.3327652916,0.555824359,245912.0062,0.5594023641,0.1150923398,0.1886289231,-10.95576872,0.07110158974,119.3625744,0.5486552308,41.65589744,7
1,1992,0.3208087638,0.55506485,246506.46,0.582864205,0.1006900831,0.2002455,-10.5754045,0.0730623,122.5862185,0.5590983,42.994,7
1,1993,0.3090685537,0.56987815,251667.9675,0.56255991,0.1152939654,0.19493225,-10.882701,0.07635055,120.364936,0.55556845,42.9975,7
1,1994,0.3062343631,0.55282995,250992.254,0.578772685,0.1118857599,0.1921651,-10.282273,0.07604935,118.44517,0.52664915,45.0615,7
1,1995,0.3025118061,0.55904575,246624.0915,0.57857951,0.1232687961,0.2013737,-10.11945,0.08375445,119.281978,0.5302467,44.801,0
1,1996,0.3010268798,0.5878306,248180.983,0.586068475,0.09505281204,0.1986863,-9.4438185,0.08607765,117.708357,0.56087325,44.904,7
1,1997,0.3067156935,0.57681385,245749.2815,0.5986987151,0.1046901786,0.1984788,-9.2008755,0.08850605,118.182316,0.5485525,45.582,7
1,1998,0.2914894616,0.58621165,248542.6075,0.605197505,0.1113257503,0.1937309,-8.971168,0.09173105,118.540108,0.5377209,45.8945,7
1,1999,0.2715901111,0.582157919,245177.7453,0.6375226023,0.09406814107,0.2063080472,-8.266409534,0.09440717581,119.5094905,0.5564528447,47.25832906,0
1,2000,0.2893227005,0.590918047,242724.6426,0.6254128323,0.1011677688,0.1976860429,-8.247765849,0.08920541922,118.9993231,0.5594754601,46.68404908,7
1,2001,0.2868424748,0.5833178554,240307.796,0.6269855222,0.107214019,0.1870256359,-8.305095262,0.08918229426,117.765399,0.5414791072,48.75012469,7
1,2002,0.2826242899,0.5761603,239503.283,0.641269796,0.08804835031,0.1939112,-7.6866395,0.0843076,119.2397385,0.54239715,48.6555,7
1,2003,0.2564705182,0.575763306,244670.5752,0.660165261,0.08304927467,0.196976305,-7.485545036,0.09392574207,120.9146218,0.5305042477,48.62640737,7
1,2004,0.2805589466,0.5676803662,237378.708,0.6488679451,0.07793403491,0.2021994405,-7.601655137,0.09423880977,121.2903459,0.5244885554,49.27314344,7
1,2005,0.2557635069,0.5722805641,237229.5882,0.6532085113,0.09019436118,0.1900816256,-7.466158974,0.09333369231,121.6179667,0.5325309231,50.95333333,0
1,2006,0.279986352,0.5682301538,234042.9144,0.6503262821,0.07770147188,0.1882892821,-7.265500513,0.08584676923,121.7986154,0.5200283077,51.31384615,7
1,2007,0.2540809576,0.563414359,241049.9626,0.6683047744,0.07295726805,0.1961265641,-7.044535897,0.08434733333,124.0875164,0.5167938462,51.07589744,7
1,2008,0.2491917627,0.5791928389,240107.3156,0.6714608208,0.06366209032,0.1984314066,-6.843804092,0.07735636829,123.5099335,0.5275418926,50.63017903,0
1,2009,0.2619286191,0.5641903571,238140.0133,0.6707487551,0.07587207368,0.2052522959,-7.046014796,0.08545780612,123.4638077,0.5071696617,51.44081633,0
1,2010,0.2426866436,0.5724883433,242811.8046,0.6817778026,0.08298056822,0.1997006448,-6.909904266,0.08103149802,123.5702153,0.5208951587,52.73015873,0
1,2011,0.2731826625,0.5528669807,236998.7873,0.6483008934,0.1037723322,0.203308825,-7.574986118,0.08747927615,121.483997,0.4724536787,53.30738721,2
1,2012,0.2499530444,0.5708818509,245807.4576,0.6565714602,0.08520552068,0.1897330077,-7.260549614,0.08174246787,121.7817362,0.4627090129,52.65501285,7
1,2013,0.257488086,0.5711480263,242267.6614,0.6455968914,0.09836505392,0.1996308198,-7.472039474,0.09384888664,120.8068295,0.4547411943,54.04706478,1
1,2014,0.2493126459,0.5899476808,233728.3147,0.6487954438,0.07656955484,0.191821596,-7.0674399,0.08406054863,122.3052628,0.4630487781,55.54314214,0
1,2015,0.2539522577,0.5937740628,230029.0466,0.6270642715,0.1067868781,0.1888564336,-7.625639311,0.09677922999,120.1154113,0.4320983688,56.7006079,7
1,2016,0.28417103,0.6002023929,221396.5103,0.5928552316,0.09398438712,0.1811698943,-8.061056205,0.1043132999,118.6526299,0.431532059,59.64718976,0
1,2017,0.2860990665,0.6122170181,211115.6968,0.5904210209,0.09709060907,0.1917126004,-8.312629518,0.110536496,117.20274,0.4164763112,63.26355422,1
1,2018,0.2676329908,0.6635004755,206001.0071,0.602434622,0.05421712167,0.176325535,-7.168785069,0.1271755587,121.9223077,0.4479212744,63.29624346,1
1,2019,0.2782985863,0.6448141098,201024.7881,0.593224036,0.07764024697,0.1726164187,-7.722191893,0.1210433556,120.2356444,0.4588176296,65.25654182,1
1,2020,0.2199308881,0.692904335,193728.3975,0.6312316355,0.01637552431,0.1785354187,-6.595066995,0.1413836946,124.2831286,0.5010478079,64.30197044,1
